rank,tier,hostile_rank,deep_read_rank,serious_skim_rank,openalex_id,year,title,authors,venue,doi,cited_by_count,relevance_score,query_hits,family,problem_claimed,actual_mechanism,hidden_assumptions,variables_treated_as_fixed,failure_modes_ignored,what_it_makes_less_novel,what_it_leaves_open,abstract_excerpt
652,landscape,,,,https://openalex.org/W4287690340,2020,Dynamic Object Removal and Spatio-Temporal RGB-D Inpainting via Geometry-Aware Adversarial Learning,Borna Besic; Abhinav Valada,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2008.05058,2,12.3845,2,robot_mapping_and_exploration,,,,,,,,"Dynamic objects have a significant impact on the robot's perception of the environment which degrades the performance of essential tasks such as localization and mapping. In this work, we address this problem by synthesizing plausible color, texture and geometry in regions occluded by dynamic objects. We propose the novel geometry-aware DynaFill architecture that follows a coarse-to-fine topology and incorporates our gated recurrent feedback mechanism to adaptively fuse information from previous timesteps. We optimize our architecture using adversarial training to synthesize fine realistic textures which enables it to hallucinate color and de"
653,landscape,,,,https://openalex.org/W3199761691,2021,An Overview of Cooperative Robotics in Agriculture,Chris Lytridis; Vassilis G. Kaburlasos; Theodore Pachidis; Michalis Manios; leni Vrochidou; heofanis Kalampokas; et al.,Agronomy,https://doi.org/10.3390/agronomy11091818,160,12.3785,6,robotic_perception_general,,,,,,,,"Agricultural robotics has been a popular subject in recent years from an academic as well as a commercial point of view. This is because agricultural robotics addresses critical issues such as seasonal shortages in manual labor, e.g., during harvest, as well as the increasing concern regarding environmentally friendly practices. On one hand, several individual agricultural robots have already been developed for specific tasks (e.g., for monitoring, spraying, harvesting, transport, etc.) with varying degrees of effectiveness. On the other hand, the use of cooperative teams of agricultural robots in farming tasks is not as widespread; yet, it i"
654,landscape,,,,https://openalex.org/W2054326469,2014,A survey on robotic devices for upper limb rehabilitation,Pawe Maciejasz; Jorg Eschweiler; Kurt Gerlach-Hahn; Arne Jansen-Troy; Steffen Leonhardt,Journal of NeuroEngineering and Rehabilitation,https://doi.org/10.1186/1743-0003-11-3,1179,12.3756,1,robotic_perception_general,,,,,,,,"The existing shortage of therapists and caregivers assisting physically disabled individuals at home is expected to increase and become serious problem in the near future. The patient population needing physical rehabilitation of the upper extremity is also constantly increasing. Robotic devices have the potential to address this problem as noted by the results of recent research studies. However, the availability of these devices in clinical settings is limited, leaving plenty of room for improvement. The purpose of this paper is to document a review of robotic devices for upper limb rehabilitation including those in developing phase in orde"
655,landscape,,,,https://openalex.org/W4318224841,2023,A Survey of Robotic Harvesting Systems and Enabling Technologies,Zoe Doulgeri; Nikolaos Tsakiridis; Dimitra Triantafyllou; Ioannis Kleitsiotis; Ioannis Mariolis; et al.,Journal of Intelligent & Robotic Systems,https://doi.org/10.1007/s10846-022-01793-z,88,12.371,8,robotic_perception_general,,,,,,,,"This paper presents a comprehensive review of ground agricultural robotic systems and applications with special focus on harvesting that span research and commercial products and results, as well as their enabling technologies. The majority of literature concerns the development of crop detection, field navigation via vision and their related challenges. Health monitoring, yield estimation, water status inspection, seed planting and weed removal are frequently encountered tasks. Regarding robotic harvesting, apples, strawberries, tomatoes and sweet peppers are mainly the crops considered in publications, research projects and commercial produ"
656,landscape,,,,https://openalex.org/W4214907946,2022,Review of smart robots for fruit and vegetable picking in agriculture,"Zhiheng Wang Yi Xun Yingkuan Wang Qinghua Yang; 3. Chinese Society of Agricultural Engineering, Beijing 100125, China",International journal of agricultural and biological engineering,https://doi.org/10.25165/j.ijabe.20221501.7232,117,12.3697,2,tactile_or_multimodal_perception,,,,,,,,"The fruit and vegetable picking has posed a great challenge on the production and markets during the harvest season. Manual picking cannot fully meet the rapid requirements of each market, mainly due to the high labor-intensive and time-consuming tasks, even the aging and shortage of agricultural labor force in recent years. Alternatively, smart robotics can be an efficient solution to increase the planting areas for the markets in combination with changes in cultivation, preservation, and processing technology. However, some improvements still need to be performed on these picking robots. To document the progress in and current status of thi"
657,landscape,,,,https://openalex.org/W2019738489,2013,A survey on coverage path planning for robotics,Enric Galceran; Marc Carreras,Robotics and Autonomous Systems,https://doi.org/10.1016/j.robot.2013.09.004,1516,12.3636,3,robotic_perception_general,,,,,,,,
658,landscape,,,,https://openalex.org/W4385430618,2023,AnyTeleop: A General Vision-Based Dexterous Robot Arm-Hand Teleoperation System,Yuzhe Qin; Wei Yang; Binghao Huang; Karl Van Wyk; Hao Su; Xiaolong Wang; et al.,,https://doi.org/10.15607/rss.2023.xix.015,86,12.3631,7,robotic_perception_general,,,,,,,,"Yuzhe Qin was an intern at NVIDIA during the project.experiments, AnyTeleop can outperform a previous system that was designed for a specific robot hardware with a higher success rate, using the same robot.For teleoperation in simulation, AnyTeleop leads to better imitation learning performance, compared with a previous system that is particularly designed for that simulator.Robot 1 Controlled by Operator #1 On Computer #1 Robot 2 Controlled by Operator #2 On Computer #2"
659,landscape,,,,https://openalex.org/W3083287224,2020,Trust in Robots: Challenges and Opportunities,Bing Cai Kok; Harold Soh,Current Robotics Reports,https://doi.org/10.1007/s43154-020-00029-y,203,12.3613,1,robotic_perception_general,,,,,,,,
660,landscape,,,,https://openalex.org/W3129265343,2021,Human-Robot Perception in Industrial Environments: A Survey,Andrea Bonci; Pangcheng David Cen Cheng; Marina Indri; Giacomo Nabissi; Fiorella Sibona,Sensors,https://doi.org/10.3390/s21051571,152,12.3607,4,robotic_perception_general,,,,,,,,"Perception capability assumes significant importance for human-robot interaction. The forthcoming industrial environments will require a high level of automation to be flexible and adaptive enough to comply with the increasingly faster and low-cost market demands. Autonomous and collaborative robots able to adapt to varying and dynamic conditions of the environment, including the presence of human beings, will have an ever-greater role in this context. However, if the robot is not aware of the human position and intention, a shared workspace between robots and humans may decrease productivity and lead to human safety issues. This paper presen"
661,landscape,,,,https://openalex.org/W2085302753,2015,A Survey of Research on Cloud Robotics and Automation,Ben Kehoe; Sachin Patil; Pieter Abbeel; Ken Goldberg,IEEE Transactions on Automation Science and Engineering,https://doi.org/10.1109/tase.2014.2376492,827,12.3517,1,robotic_perception_general,,,,,,,,"The Cloud infrastructure and its extensive set of Internet-accessible resources has potential to provide significant benefits to robots and automation systems. We consider robots and automation systems that rely on data or code from a network to support their operation, i.e., where not all sensing, computation, and memory is integrated into a standalone system. This survey is organized around four potential benefits of the Cloud: 1) Big Data: access to libraries of images, maps, trajectories, and descriptive data; 2) Cloud Computing: access to parallel grid computing on demand for statistical analysis, learning, and motion planning; 3) Collec"
662,landscape,,,,https://openalex.org/W4310703306,2022,Bioinspired robot skin with mechanically gated electron channels for sliding tactile perception,Sheng Li; Xiaoliang Chen; Xiangming Li; Hongmiao Tian; Chunhui Wang; Bangbang Nie; et al.,Science Advances,https://doi.org/10.1126/sciadv.ade0720,111,12.3515,1,tactile_or_multimodal_perception,,,,,,,,"Human-like tactile perception is critical for promoting robotic intelligence. However, reproducing tangential ""sliding"" perception of human skin is still struggling. Inspired by the lateral gating mechanosensing mechanism of mechanosensory cells, which perceives mechanical stimuli by lateral tension-induced opening-closing of ion channels, we report a robot skin (R-skin) with mechanically gated electron channels, achieving ultrasensitive and fast-response sliding tactile perception via pyramidal artificial fingerprint-triggered opening-closing of electron gates (E-gates, namely, customized V-shaped cracks within embedded mesh electron channel"
663,landscape,,,,https://openalex.org/W3139503245,2022,Facial Emotion Expressions in HumanRobot Interaction: A Survey,Niyati Rawal; Ruth StockHomburg,International Journal of Social Robotics,https://doi.org/10.1007/s12369-022-00867-0,110,12.3483,1,robotic_perception_general,,,,,,,,"Abstract Facial expressions are an ideal means of communicating ones emotions or intentions to others. This overview will focus on human facial expression recognition as well as robotic facial expression generation. In the case of human facial expression recognition, both facial expression recognition on predefined datasets as well as in real-time will be covered. For robotic facial expression generation, hand-coded and automated methods i.e., facial expressions of a robot are generated by moving the features (eyes, mouth) of the robot by hand-coding or automatically using machine learning techniques, will also be covered. There are already p"
664,landscape,,,,https://openalex.org/W4388659497,2023,An automated apple harvesting robotFrom system design to field evaluation,Kaixiang Zhang; Kyle Lammers; Pengyu Chu; Zhaojian Li; Renfu Lu,Journal of Field Robotics,https://doi.org/10.1002/rob.22268,81,12.3424,1,robotic_perception_general,,,,,,,,"Abstract Decreased availability and rising cost in labor poses a serious threat to the longterm profitability and sustainability of the apple industry in the United States and many other countries. Harvest automation is thus urgently needed. In this paper, we present the unified system design and field evaluation of a new apple harvesting robot. The robot is mainly composed of a specially designed perception component, a fourdegreeoffreedom manipulator, an improved vacuumbased soft endeffector, and a dropping/catching component to receive and transport picked fruits. Software algorithms are developed to enable synergistic coordination of the"
665,landscape,,,,https://openalex.org/W4286487538,2022,Review of Current Robotic Approaches for Precision Weed Management,Wen Zhang; Zhonghua Miao; Nan Li; Chuangxin He; Teng Sun,Current Robotics Reports,https://doi.org/10.1007/s43154-022-00086-5,108,12.342,1,robotic_perception_general,,,,,,,,
666,landscape,,,,https://openalex.org/W3174688612,2021,Robotic Technologies for High-Throughput Plant Phenotyping: Contemporary Reviews and Future Perspectives,Abbas Atefi; Yufeng Ge; Santosh Pitla; James C. Schnable,Frontiers in Plant Science,https://doi.org/10.3389/fpls.2021.611940,144,12.3419,2,robotic_perception_general,,,,,,,,"Phenotyping plants is an essential component of any effort to develop new crop varieties. As plant breeders seek to increase crop productivity and produce more food for the future, the amount of phenotype information they require will also increase. Traditional plant phenotyping relying on manual measurement is laborious, time-consuming, error-prone, and costly. Plant phenotyping robots have emerged as a high-throughput technology to measure morphological, chemical and physiological properties of large number of plants. Several robotic systems have been developed to fulfill different phenotyping missions. In particular, robotic phenotyping ha"
667,landscape,,,,https://openalex.org/W3194891815,2021,Soft robotic steerable microcatheter for the endovascular treatment of cerebral disorders,Tilvawala Gopesh; Jessica H. Wen; David R. Santiago-Dieppa; Bernard Yan; J. Scott Pannell; Alexander A. Khalessi; et al.,Science Robotics,https://doi.org/10.1126/scirobotics.abf0601,144,12.3419,1,robotic_perception_general,,,,,,,,"Catheters used for endovascular navigation in interventional procedures lack dexterity at the distal tip. Neurointerventionists, in particular, encounter challenges in up to 25% of aneurysm cases largely due to the inability to steer and navigate the tip of the microcatheters through tortuous vasculature to access aneurysms. We overcome this problem with submillimeter diameter, hydraulically actuated hyperelastic polymer devices at the distal tip of microcatheters to enable active steerability. Controlled by hand, the devices offer complete 3D orientation of the tip. Using saline as a working fluid, we demonstrate guidewire-free navigation, a"
668,landscape,,,,https://openalex.org/W4386327099,2023,Mobile robotics in smart farming: current trends and applications,Dario Fernando Yepez Ponce; J.V. Salcedo; Paul D. Rosero-Montalvo; Javier Sanchis,Frontiers in Artificial Intelligence,https://doi.org/10.3389/frai.2023.1213330,79,12.3337,1,robotic_perception_general,,,,,,,,"In recent years, precision agriculture and smart farming have been deployed by leaps and bounds as arable land has become increasingly scarce. According to the Food and Agriculture Organization (FAO), by the year 2050, farming in the world should grow by about one-third above current levels. Therefore, farmers have intensively used fertilizers to promote crop growth and yields, which has adversely affected the nutritional improvement of foodstuffs. To address challenges related to productivity, environmental impact, food safety, crop losses, and sustainability, mobile robots in agriculture have proliferated, integrating mainly path planning a"
669,landscape,,,,https://openalex.org/W4396674230,2024,Robot-assistive minimally invasive surgery: trends and future directions,Giulio Dagnino; Dennis Kundrat,International Journal of Intelligent Robotics and Applications,https://doi.org/10.1007/s41315-024-00341-2,59,12.333,2,robotic_perception_general,,,,,,,,"Abstract The evolution of medical technologiessuch as surgical devices and imaging techniqueshas transformed all aspects of surgery. A key area of development is robot-assisted minimally invasive surgery (MIS). This review paper provides an overview of the evolution of robotic MIS, from its infancy to our days, and envisioned future challenges. It provides an outlook of breakthrough surgical robotic platforms, their clinical applications, and their evolution over the years. It discusses how the integration of robotic, imaging, and sensing technologies has contributed to create novel surgical platforms that can provide the surgeons with enhanc"
670,landscape,,,,https://openalex.org/W3150937970,2021,Path Planning With Automatic Seam Extraction Over Point Cloud Models for Robotic Arc Welding,Peng Zhou; Rui Peng; Maggie Xu; Victor Wu; David Navarro-Alarcon,IEEE Robotics and Automation Letters,https://doi.org/10.1109/lra.2021.3070828,139,12.3296,2,robotic_perception_general,,,,,,,,"This letter presents a point cloud based robotic system for arc welding. Using hand gesture controls, the system scans partial point cloud views of workpiece and reconstructs them into a complete 3D model by a linear iterative closest point algorithm. Then, a bilateral filter is extended to denoise the workpiece model and preserve important geometrical information. To extract the welding seam from the model, a novel intensity-based algorithm is proposed that detects edge points and generates a smooth 6-DOF welding path. The methods are tested on multiple workpieces with different joint types and poses. Experimental results prove the robustnes"
671,landscape,,,,https://openalex.org/W4385486427,2023,RGB-D and Thermal Sensor Fusion: A Systematic Literature Review,Martin Brenner; Napoleon H. Reyes; Teo Susnjak; Andre L. C. Barczak,IEEE Access,https://doi.org/10.1109/access.2023.3301119,78,12.3293,1,autonomous_driving_depth,,,,,,,,"In the last decade, the computer vision field has seen significant progress in multimodal data fusion and learning, where multiple sensors, including depth, infrared, and visual, are used to capture the environment across diverse spectral ranges. Despite these advancements, there has been no systematic and comprehensive evaluation of fusing RGB-D and thermal modalities to date. While autonomous driving using LiDAR, radar, RGB, and other sensors has garnered substantial research interest, along with the fusion of RGB and depth modalities, the integration of thermal cameras and, specifically, the fusion of RGB-D and thermal data, has received c"
672,landscape,,,,https://openalex.org/W2808048733,2018,Understanding and Resolving Failures in Human-Robot Interaction: Literature Review and Model Development,Shanee Honig; Tal Oron-Gilad,Frontiers in Psychology,https://doi.org/10.3389/fpsyg.2018.00861,319,12.3189,2,robotic_perception_general,,,,,,,,"While substantial effort has been invested in making robots more reliable, experience demonstrates that robots operating in unstructured environments are often challenged by frequent failures. Despite this, robots have not yet reached a level of design that allows effective management of faulty or unexpected behavior by untrained users. To understand why this may be the case, an in-depth literature review was done to explore when people perceive and resolve robot failures, how robots communicate failure, how failures influence people's perceptions and feelings toward robots, and how these effects can be mitigated. Fifty-two studies were ident"
673,landscape,,,,https://openalex.org/W3212380917,2022,Robot Learning From Randomized Simulations: A Review,Fabio Muratore; Fabio Ramos; Greg Turk; Wenhao Yu; Michael Gienger; Jan Peters,Frontiers in Robotics and AI,https://doi.org/10.3389/frobt.2022.799893,101,12.3187,1,robotic_perception_general,,,,,,,,"The rise of deep learning has caused a paradigm shift in robotics research, favoring methods that require large amounts of data. Unfortunately, it is prohibitively expensive to generate such data sets on a physical platform. Therefore, state-of-the-art approaches learn in simulation where data generation is fast as well as inexpensive and subsequently transfer the knowledge to the real robot (sim-to-real). Despite becoming increasingly realistic, all simulators are by construction based on models, hence inevitably imperfect. This raises the question of how simulators can be modified to facilitate learning robot control policies and overcome t"
674,landscape,,,,https://openalex.org/W3025986385,2020,A practical 3D-printed soft robotic prosthetic hand with multi-articulating capabilities,Alireza Mohammadi; Jim Lavranos; Hao Zhou; Rahim Mutlu; Gursel Alc; Ying Tan; et al.,PLoS ONE,https://doi.org/10.1371/journal.pone.0232766,177,12.3136,1,tactile_or_multimodal_perception,,,,,,,,"Soft robotic hands with monolithic structure have shown great potential to be used as prostheses due to their advantages to yield light weight and compact designs as well as its ease of manufacture. However, existing soft prosthetic hands design were often not geared towards addressing some of the practical requirements highlighted in prosthetics research. The gap between the existing designs and the practical requirements significantly hampers the potential to transfer these designs to real-world applications. This work addressed these requirements with the consideration of the trade-off between practicality and performance. These requiremen"
675,landscape,,,,https://openalex.org/W3133068115,2021,Medical Robotics for Ultrasound Imaging: Current Systems and Future Trends,Felix von Haxthausen; Sven Bottger; Daniel L. Wulff; Jannis Hagenah; Veronica GarciaVazquez; Svenja Ipsen,Current Robotics Reports,https://doi.org/10.1007/s43154-020-00037-y,132,12.3116,2,tactile_or_multimodal_perception,,,,,,,,"PURPOSE OF REVIEW: This review provides an overview of the most recent robotic ultrasound systems that have contemporary emerged over the past five years, highlighting their status and future directions. The systems are categorized based on their level of robot autonomy (LORA). RECENT FINDINGS: Teleoperating systems show the highest level of technical maturity. Collaborative assisting and autonomous systems are still in the research phase, with a focus on ultrasound image processing and force adaptation strategies. However, missing key factors are clinical studies and appropriate safety strategies. Future research will likely focus on artific"
676,landscape,,,,https://openalex.org/W4407699732,2025,Sensor-Fusion Based Navigation for Autonomous Mobile Robot,Vygantas Usinskis; Micha Nowicki; Andrius Dzedzickis; Vytautas Bucinskas,Sensors,https://doi.org/10.3390/s25041248,41,12.3082,5,robotic_perception_general,,,,,,,,"Navigation systems are developing rapidly; nevertheless, tasks are becoming more complex, significantly increasing the number of challenges for robotic systems. Navigation can be separated into global and local navigation. While global navigation works according to predefined data about the environment, local navigation uses sensory data to dynamically react and adjust the trajectory. Tasks are becoming more complex with the addition of dynamic obstacles, multiple robots, or, in some cases, inspection of places that are not physically reachable by humans. Cognitive tasks require not only detecting an object but also evaluating it without dire"
677,landscape,,,,https://openalex.org/W2947311533,2019,Development of Human Support Robot as the research platform of a domestic mobile manipulator,Takashi Yamamoto; Koji Terada; Akiyoshi Ochiai; Fuminori Saito; Yoshiaki Asahara; Kazuto Murase,ROBOMECH Journal,https://doi.org/10.1186/s40648-019-0132-3,231,12.3064,1,robotic_perception_general,,,,,,,,"There has been an increasing interest in mobile manipulators that are capable of performing physical work in living spaces worldwide, corresponding to an aging population with declining birth rates with the expectation of improving quality of life (QoL). We assume that overall research and development will accelerate by using a common robot platform among a lot of researchers since that enables them to share their research results. Therefore we have developed a compact and safe research platform, Human Support Robot (HSR), which can be operated in an actual home environment and we have provided it to various research institutes to establish t"
678,landscape,,,,https://openalex.org/W4313550924,2023,Construction inspection &amp; monitoring with quadruped robots in future human-robot teaming: A preliminary study,Srijeet Halder; Kereshmeh Afsari; Erin K. Chiou; Rafael Patrick; Kaveh Akbari Hamed,Journal of Building Engineering,https://doi.org/10.1016/j.jobe.2022.105814,73,12.3064,1,robotic_perception_general,,,,,,,,"Construction inspection and monitoring are key activities in construction projects. Automation of inspection tasks can address existing limitations and inefficiencies of the manual process to enable systematic and consistent construction inspection. However, there is a lack of an in-depth understanding of the process of construction inspection and monitoring and the tasks and sequences involved to provide the basis for task delegation in a human-technology partnership. The purpose of this research is to study the conventional process of inspection and monitoring of construction work currently implemented in construction projects and to develo"
679,landscape,,,,https://openalex.org/W3112362235,2020,"Educational Robotics: Platforms, Competitions and Expected Learning Outcomes",Salomi Evripidou; Kyriakoula Georgiou; Lefteris Doitsidis; Angelos Amanatiadis; Z. Zinonos; Savvas A. Chatzichristofis,IEEE Access,https://doi.org/10.1109/access.2020.3042555,173,12.3057,1,robotic_perception_general,,,,,,,,"Motivated by the recent explosion of interest around Educational Robotics (ER), this paper attempts to re-approach this area by suggesting new ways of thinking and exploring the related concepts. The contribution of the paper is fourfold. First, future readers can use this paper as a reference point for exploring the expected learning outcomes of educational robotics. From an exhaustive list of potential learning gains, we propose a set of six learning outcomes that can offer a starting point for a viable model for the design of robotic activities. Second, the paper aims to serve as a survey for the most recent ER platforms. Driven by the gro"
680,landscape,,,,https://openalex.org/W2886851716,2018,Sparse and Dense Data with CNNs: Depth Completion and Semantic Segmentation,Maximilian Jaritz; Raoul de Charette; Emilie Wirbel; Xavier Perrotton; Fawzi Nashashibi,,https://doi.org/10.1109/3dv.2018.00017,306,12.3044,5,passive_depth_completion,,,,,,,,"Convolutional neural networks are designed for dense data, but vision data is often sparse (stereo depth, point clouds, pen stroke, etc.). We present a method to handle sparse depth data with optional dense RGB, and accomplish depth completion and semantic segmentation changing only the last layer. Our proposal efficiently learns sparse features without the need of an additional validity mask. We show how to ensure network robustness to varying input sparsities. Our method even works with densities as low as 0.8% (8 layer lidar), and outperforms all published state-of-the-art on the Kitti depth completion benchmark."
681,landscape,,,,https://openalex.org/W2963263790,2017,Robotic tactile perception of object properties: A review,Shan Luo; Joao Bimbo; Ravinder Dahiya; Hongbin Liu,Mechatronics,https://doi.org/10.1016/j.mechatronics.2017.11.002,407,12.3039,3,tactile_or_multimodal_perception,,,,,,,,
682,landscape,,,,https://openalex.org/W2905066263,2018,Origins of Robotic Surgery: From Skepticism to Standard of Care,Evalyn I. George; Timothy C. Brand; Anthony J. LaPorta; Jacques Marescaux; Richard M. Satava,JSLS Journal of the Society of Laparoscopic & Robotic Surgeons,https://doi.org/10.4293/jsls.2018.00039,302,12.2998,2,robotic_perception_general,,,,,,,,"BACKGROUND AND OBJECTIVES: The uses of robotics in surgery were hypothesized as far back as 1967, but it took nearly 30 years and the nation's largest agency, the Department of Defense, in conjunction with innovative startups and established research agencies to complete the first fully functional multipurpose surgical robot. Currently, the most prominently available multipurpose robotic surgery system with US Food and Drug Administration approval is Intuitive Surgical Inc.'s da Vinci Surgical System, which is found in operating rooms across the globe. Although now ubiquitous for minimally invasive surgery, early surgical robot prototypes wer"
683,landscape,,,,https://openalex.org/W4406349867,2025,Dynamic Task Planning for Multi-Arm Harvesting Robots Under Multiple Constraints Using Deep Reinforcement Learning,Feng Xie; Zhengwei Guo; Tao Li; Qingchun Feng; Chunjiang Zhao,Horticulturae,https://doi.org/10.3390/horticulturae11010088,40,12.2998,1,tactile_or_multimodal_perception,,,,,,,,"Global fruit production costs are increasing amid intensified labor shortages, driving heightened interest in robotic harvesting technologies. Although multi-arm coordination in harvesting robots is considered a highly promising solution to this issue, it introduces technical challenges in achieving effective coordination. These challenges include mutual interference among multi-arm mechanical structures, task allocation across multiple arms, and dynamic operating conditions. This imposes higher demands on task coordination for multi-arm harvesting robots, requiring collision-free collaboration, optimization of task sequences, and dynamic re-"
684,landscape,,,,https://openalex.org/W4399800580,2024,HybridOcc: NeRF Enhanced Transformer-Based Multi-Camera 3D Occupancy Prediction,Xiao Zhao; Bo Chen; Mingyang Sun; Dingkang Yang; Youxing Wang; Xukun Zhang; et al.,IEEE Robotics and Automation Letters,https://doi.org/10.1109/lra.2024.3416798,12,12.2977,1,scene_or_shape_completion,,,,,,,,"Vision-based 3D semantic scene completion (SSC) describes autonomous driving scenes through 3D volume representations. However, the occlusion of invisible voxels by scene surfaces poses challenges to current SSC methods in hallucinating refined 3D geometry. This letter proposes HybridOcc, a hybrid 3D volume query proposal method generated by Transformer framework and NeRF representation and refined in a coarse-to-fine SSC prediction framework. HybridOcc aggregates contextual features through the Transformer paradigm based on hybrid query proposals while combining it with NeRF representation to obtain depth supervision. The Transformer branch"
685,landscape,,,,https://openalex.org/W3092868804,2020,A Review of Jamming Actuation in Soft Robotics,Seth G. Fitzgerald; Gary W. Delaney; David Howard,Actuators,https://doi.org/10.3390/act9040104,168,12.2955,1,robotic_perception_general,,,,,,,,"Jamming is a popular and versatile soft robotic mechanism, enabling new systems to be developed that can achieve high stiffness variation with minimal volume variation. Numerous applications have been reported, including deep-sea sampling, industrial gripping, and use as paws for legged locomotion. This review explores the state-of-the-art for the three classes of jamming actuator: granular, layer and fibre jamming. We highlight the strengths and weaknesses of these soft robotic systems and propose opportunities for further development. We describe a number of trends, promising avenues for innovative research, and several technology gaps that"
686,landscape,,,,https://openalex.org/W4307479981,2022,Systematic Review on Wearable Lower Extremity Robotic Exoskeletons for Assisted Locomotion,Shuang Qiu; Zhongcai Pei; Chen Wang; Zhiyong Tang,Journal of Bionic Engineering,https://doi.org/10.1007/s42235-022-00289-8,93,12.2902,3,robotic_perception_general,,,,,,,,"Abstract Lower extremity robotic exoskeletons (LEEX) can not only improve the ability of the human body but also provide healing treatment for people with lower extremity dysfunction. There are a wide range of application needs and development prospects in the military, industry, medical treatment, consumption and other fields, which has aroused widespread concern in society. This paper attempts to review LEEX technical development. First, the history of LEEX is briefly traced. Second, based on existing research, LEEX is classified according to auxiliary body parts, structural forms, functions and fields, and typical LEEX prototypes and produ"
687,landscape,,,,https://openalex.org/W2271206385,2015,A Review of Point Cloud Registration Algorithms for Mobile Robotics,Francois Pomerleau; Francis Colas; Roland Siegwart,Foundations and Trends in Robotics,https://doi.org/10.1561/2300000035,687,12.2868,4,robotic_perception_general,,,,,,,,"The topic of this review is geometric registration in robotics. Registration algorithms associate sets of data into a common coordinate system. They have been used extensively in object reconstruction, inspection, medical application, and localization of mobile robotics. We focus on mobile robotics applications in which point clouds are to be registered. While the underlying principle of those algorithms is simple, many variations have been proposed for many different applications. In this review, we give a historical perspective of the registration problem and show that the plethora of solutions can be organized and differentiated according"
688,landscape,,,,https://openalex.org/W4362561002,2023,Learning-based robotic grasping: A review,Zhen Xie; Xinquan Liang; Canale Roberto,Frontiers in Robotics and AI,https://doi.org/10.3389/frobt.2023.1038658,67,12.2768,5,tactile_or_multimodal_perception,,,,,,,,"As personalization technology increasingly orchestrates individualized shopping or marketing experiences in industries such as logistics, fast-moving consumer goods, and food delivery, these sectors require flexible solutions that can automate object grasping for unknown or unseen objects without much modification or downtime. Most solutions in the market are based on traditional object recognition and are, therefore, not suitable for grasping unknown objects with varying shapes and textures. Adequate learning policies enable robotic grasping to accommodate high-mix and low-volume manufacturing scenarios. In this paper, we review the recent d"
689,landscape,,,,https://openalex.org/W2136719407,2012,Dynamical Movement Primitives: Learning Attractor Models for Motor Behaviors,Auke Jan Ijspeert; Jun Nakanishi; H. Hoffmann; Peter Pastor; Stefan Schaal,Neural Computation,https://doi.org/10.1162/neco_a_00393,1574,12.2767,1,robotic_perception_general,,,,,,,,"Nonlinear dynamical systems have been used in many disciplines to model complex behaviors, including biological motor control, robotics, perception, economics, traffic prediction, and neuroscience. While often the unexpected emergent behavior of nonlinear systems is the focus of investigations, it is of equal importance to create goal-directed behavior (e.g., stable locomotion from a system of coupled oscillators under perceptual guidance). Modeling goal-directed behavior with nonlinear systems is, however, rather difficult due to the parameter sensitivity of these systems, their complex phase transitions in response to subtle parameter chang"
690,landscape,,,,https://openalex.org/W4206456103,2021,A Review of HumanMachine Cooperation in the Robotics Domain,Canjun Yang; Yuanchao Zhu; Yanhu Chen,IEEE Transactions on Human-Machine Systems,https://doi.org/10.1109/thms.2021.3131684,118,12.2727,7,robotic_perception_general,,,,,,,,"Artificial intelligence (AI) technology has greatly expanded human capabilities through perception, understanding, action, and learning. The future of AI depends on cooperation between humans and AI. In addition to a fully automated or manually controlled machine, a machine can work in tandem with a human with different levels of assistance and automation. Machines and humans cooperate in different ways. Three strategies for cooperation are described in this article, as well as the nesting relationships among different control methods and cooperation strategies. Based on human thinking and behavior, a hierarchical human&#x2013;machine coopera"
691,landscape,,,,https://openalex.org/W4389879612,2023,"Cutaneous/Tactile Haptic Feedback in Robotic Teleoperation: Motivation, Survey, and Perspectives",Claudio Pacchierotti; Domenico Prattichizzo,IEEE Transactions on Robotics,https://doi.org/10.1109/tro.2023.3344027,65,12.2664,2,tactile_or_multimodal_perception,,,,,,,,"Cutaneous haptic feedback has recently received great attention from researchers in the robotic teleoperation field, as it has been proven to convey rich information to the human operator while guaranteeing the safety and stability of the control loop. In fact, delivering ungrounded cutaneous cues keeps the teleoperation system stable even in the presence of time-varying destabilizing factors such as hard contacts or communication delays. This aspect is particularly relevant for all the applications and scenarios where the safety of the system is of paramount importance, as in medical robotics. This article presents an overview on cutaneous h"
692,landscape,,,,https://openalex.org/W4210439427,2022,The Acceptance of Telepresence Robots in Higher Education,Ming Lei; Ian Clemente; Haixia Liu; John Bell,International Journal of Social Robotics,https://doi.org/10.1007/s12369-021-00837-y,86,12.2631,2,robotic_perception_general,,,,,,,,
693,landscape,,,,https://openalex.org/W2998460252,2019,UAV-Based Structural Damage Mapping: A Review,Norman Kerle; Francesco Nex; M. Gerke; Diogo Duarte; Anand Vetrivel,ISPRS International Journal of Geo-Information,https://doi.org/10.3390/ijgi9010014,204,12.2631,1,robot_mapping_and_exploration,,,,,,,,"Structural disaster damage detection and characterization is one of the oldest remote sensing challenges, and the utility of virtually every type of active and passive sensor deployed on various air- and spaceborne platforms has been assessed. The proliferation and growing sophistication of unmanned aerial vehicles (UAVs) in recent years has opened up many new opportunities for damage mapping, due to the high spatial resolution, the resulting stereo images and derivatives, and the flexibility of the platform. This study provides a comprehensive review of how UAV-based damage mapping has evolved from providing simple descriptive overviews of a"
